Zeit [s]	Temperatur [°C]	Kraft [N]
241,8600115	55,13458734	0,011772024
241,8700115	55,13458734	0,011772024
241,8800115	55,13458734	0,011772024
241,8900115	55,13458734	0,011772024
241,9000115	55,13458734	0,011772024
241,9100115	55,13458734	0,011772024
241,9200115	55,13458734	0,011772024
241,9300115	55,13458734	0,011772024
241,9400115	55,13458734	0,011772024
241,9500115	55,13458734	0,011772024
241,9600115	55,13458734	0,011772024
241,9700115	55,13458734	0,011772024
241,9800115	55,13458734	0,011772024
241,9900115	55,13458734	0,011772024
242,0000115	55,13458734	0,011772024
242,0100115	55,13458734	0,011772024
242,0200115	55,13458734	0,011772024
242,0300115	55,13458734	0,011772024
242,0400115	55,13458734	0,011772024
242,0500115	55,13458734	0,011772024
242,0600115	55,13458734	2,35139E-08
242,0700115	55,13458734	2,35139E-08
242,0800115	55,13458734	2,35139E-08
242,0900115	55,13458734	0,011772024
242,1000115	55,13458734	0,011772024
242,1100115	55,09295589	0,011772024
242,1200115	55,09295589	0,011772024
242,1300115	55,09295589	2,35139E-08
242,1400115	55,09295589	2,35139E-08
242,1500115	55,13458734	2,35139E-08
242,1600115	55,13458734	0,011772024
242,1700115	55,09295589	0,011772024
242,1800115	55,09295589	0,011772024
242,1900115	55,09295589	0,011772024
242,2000115	55,09295589	0,011772024
242,2100115	55,09295589	2,35139E-08
242,2200115	55,09295589	0,011772024
242,2300115	55,09295589	0,011772024
242,2400115	55,09295589	0,011772024
242,2500115	55,09295589	0,011772024
242,2600115	55,09295589	0,011772024
242,2700115	55,09295589	0,011772024
242,2800115	55,09295589	0,011772024
242,2900115	55,09295589	0,011772024
242,3000115	55,09295589	0,011772024
242,3100115	55,09295589	0,011772024
242,3200115	55,09295589	0,011772024
242,3300115	55,09295589	0,011772024
242,3400115	55,09295589	0,011772024
242,3500115	55,09295589	0,011772024
242,3600115	55,09295589	0,011772024
242,3700115	55,09295589	0,011772024
242,3800115	55,09295589	0,011772024
242,3900115	55,09295589	0,011772024
242,4000115	55,09295589	0,011772024
242,4100115	55,09295589	0,011772024
242,4200115	55,09295589	0,011772024
242,4300115	55,09295589	0,011772024
242,4400115	55,09295589	0,011772024
242,4500115	55,09295589	0,011772024
242,4600115	55,09295589	0,011772024
242,4700115	55,09295589	0,011772024
242,4800115	55,09295589	0,011772024
242,4900115	55,09295589	0,011772024
242,5000115	55,09295589	0,011772024
242,5100115	55,09295589	0,011772024
242,5200115	55,09295589	0,011772024
242,5300115	55,09295589	0,011772024
242,5400115	55,09295589	0,011772024
242,5500115	55,09295589	0,011772024
242,5600115	55,09295589	0,011772024
242,5700115	55,09295589	0,011772024
242,5800115	55,09295589	0,011772024
242,5900115	55,09295589	2,35139E-08
242,6000115	55,09295589	0,011772024
242,6100115	55,09295589	0,011772024
242,6200115	55,09295589	0,011772024
242,6300115	55,05132499	0,011772024
242,6400115	55,05132499	0,011772024
242,6500115	55,05132499	0,011772024
242,6600115	55,05132499	0,011772024
242,6700115	55,05132499	0,011772024
242,6800115	55,05132499	0,011772024
242,6900115	55,05132499	0,011772024
242,7000115	55,05132499	0,011772024
242,7100115	55,05132499	0,011772024
242,7200115	55,05132499	0,011772024
242,7300115	55,05132499	0,011772024
242,7400115	55,05132499	0,011772024
242,7500115	55,05132499	0,011772024
242,7600115	55,05132499	0,011772024
242,7700115	55,05132499	0,011772024
242,7800115	55,05132499	0,011772024
242,7900115	55,05132499	0,011772024
242,8000115	55,05132499	0,011772024
242,8100115	55,05132499	0,011772024
242,8200115	55,05132499	0,011772024
242,8300115	55,05132499	0,011772024
242,8400115	55,05132499	0,011772024
242,8500115	55,05132499	0,011772024
242,8600115	55,05132499	2,35139E-08
242,8700115	55,05132499	2,35139E-08
242,8800115	55,05132499	0,011772024
242,8900115	55,05132499	0,011772024
242,9000115	55,05132499	2,35139E-08
242,9100115	55,05132499	2,35139E-08
242,9200115	55,05132499	2,35139E-08
242,9300115	55,05132499	2,35139E-08
242,9400115	55,05132499	0,011772024
242,9500115	55,05132499	0,011772024
242,9600115	55,05132499	0,011772024
242,9700115	55,05132499	0,011772024
242,9800115	55,05132499	0,011772024
242,9900115	55,05132499	0,011772024
243,0000115	55,05132499	0,011772024
243,0100115	55,05132499	0,011772024
243,0200115	55,05132499	0,011772024
243,0300115	55,05132499	0,011772024
243,0400115	55,05132499	0,011772024
243,0500115	55,05132499	0,011772024
243,0600115	55,05132499	0,011772024
243,0700115	55,05132499	0,011772024
243,0800115	55,05132499	0,011772024
243,0900115	55,05132499	0,011772024
243,1000115	55,05132499	0,011772024
243,1100115	55,00969463	0,011772024
243,1200115	55,00969463	2,35139E-08
243,1300115	55,05132499	2,35139E-08
243,1400115	55,05132499	2,35139E-08
243,1500115	55,05132499	0,011772024
243,1600115	55,05132499	0,011772024
243,1700115	55,05132499	0,011772024
243,1800116	55,00969463	0,011772024
243,1900116	55,05132499	0,011772024
243,2000116	55,05132499	0,011772024
243,2100116	55,05132499	0,011772024
243,2200116	55,00969463	2,35139E-08
243,2300116	55,00969463	2,35139E-08
243,2400116	55,00969463	0,011772024
243,2500116	55,00969463	0,011772024
243,2600116	55,00969463	0,011772024
243,2700116	55,00969463	0,011772024
243,2800116	55,00969463	0,011772024
243,2900116	55,00969463	0,011772024
243,3000116	55,00969463	0,011772024
243,3100116	55,00969463	2,35139E-08
243,3200116	55,00969463	2,35139E-08
243,3300116	55,00969463	2,35139E-08
243,3400116	55,00969463	2,35139E-08
243,3500116	55,00969463	2,35139E-08
243,3600116	55,00969463	2,35139E-08
243,3700116	55,00969463	0,011772024
243,3800116	55,00969463	0,011772024
243,3900116	55,00969463	0,011772024
243,4000116	55,00969463	0,011772024
243,4100116	55,00969463	2,35139E-08
243,4200116	55,00969463	2,35139E-08
243,4300116	55,00969463	2,35139E-08
243,4400116	55,00969463	2,35139E-08
243,4500116	55,00969463	0,011772024
243,4600116	55,00969463	2,35139E-08
243,4700116	55,00969463	2,35139E-08
243,4800116	55,00969463	0,011772024
243,4900116	55,00969463	0,011772024
243,5000116	55,00969463	0,011772024
243,5100116	55,00969463	0,011772024
243,5200116	55,00969463	0,011772024
243,5300116	55,00969463	0,011772024
243,5400116	55,00969463	0,011772024
243,5500116	55,00969463	0,011772024
243,5600116	55,00969463	0,023544024
243,5700116	55,00969463	0,023544024
243,5800116	55,00969463	0,011772024
243,5900116	55,00969463	0,011772024
243,6000116	55,00969463	0,011772024
243,6100116	55,00969463	0,011772024
243,6200116	55,00969463	0,011772024
243,6300116	55,00969463	0,011772024
243,6400116	55,00969463	0,011772024
243,6500116	55,00969463	0,011772024
243,6600116	55,00969463	0,011772024
243,6700116	55,00969463	0,011772024
243,6800116	55,00969463	0,011772024
243,6900116	55,00969463	0,011772024
243,7000116	55,00969463	0,011772024
243,7100116	55,00969463	0,011772024
243,7200116	55,00969463	0,011772024
243,7300116	55,00969463	0,011772024
243,7400116	55,00969463	0,011772024
243,7500116	55,00969463	0,011772024
243,7600116	55,00969463	0,023544024
243,7700116	54,96806482	0,023544024
243,7800116	54,96806482	0,023544024
243,7900116	55,00969463	0,023544024
243,8000116	55,00969463	0,023544024
243,8100116	54,96806482	0,035316024
243,8200116	54,96806482	0,035316024
243,8300116	54,96806482	0,035316024
243,8400116	54,96806482	0,035316024
243,8500116	54,96806482	0,035316024
243,8600116	55,00969463	0,035316024
243,8700116	54,96806482	0,035316024
243,8800116	54,96806482	0,047088024
243,8900116	54,96806482	0,047088024
243,9000116	54,96806482	0,047088024
243,9100116	54,96806482	0,058860024
243,9200116	54,96806482	0,058860024
243,9300116	54,96806482	0,070632024
243,9400116	54,96806482	0,070632024
243,9500116	54,96806482	0,070632024
243,9600116	54,96806482	0,082404024
243,9700116	54,96806482	0,082404024
243,9800116	54,96806482	0,082404024
243,9900116	54,96806482	0,094176024
244,0000116	54,96806482	0,094176024
244,0100116	54,96806482	0,094176024
244,0200116	54,96806482	0,094176024
244,0300116	54,96806482	0,094176024
244,0400116	54,96806482	0,094176024
244,0500116	54,96806482	0,094176024
244,0600116	54,96806482	0,094176024
244,0700116	54,96806482	0,094176024
244,0800116	54,96806482	0,105948024
244,0900116	54,96806482	0,094176024
244,1000116	54,96806482	0,094176024
244,1100116	54,96806482	0,105948024
244,1200116	54,96806482	0,094176024
244,1300116	54,96806482	0,094176024
244,1400116	54,96806482	0,082404024
244,1500116	54,96806482	0,082404024
244,1600116	54,96806482	0,082404024
244,1700116	54,96806482	0,070632024
244,1800116	54,96806482	0,070632024
244,1900116	54,96806482	0,070632024
244,2000116	54,96806482	0,058860024
244,2100116	54,96806482	0,058860024
244,2200116	54,96806482	0,058860024
244,2300116	54,96806482	0,058860024
244,2400116	54,96806482	0,058860024
244,2500116	54,96806482	0,058860024
244,2600116	54,96806482	0,058860024
244,2700116	54,96806482	0,070632024
244,2800116	54,96806482	0,070632024
244,2900116	54,96806482	0,070632024
244,3000116	54,96806482	0,070632024
244,3100116	54,96806482	0,058860024
244,3200116	54,96806482	0,058860024
244,3300116	54,96806482	0,058860024
244,3400116	54,96806482	0,058860024
244,3500116	54,96806482	0,058860024
244,3600116	54,96806482	0,058860024
244,3700116	54,96806482	0,058860024
244,3800116	54,96806482	0,047088024
244,3900116	54,96806482	0,058860024
244,4000116	54,96806482	0,058860024
244,4100116	54,96806482	0,058860024
244,4200116	54,96806482	0,058860024
244,4300116	54,96806482	0,058860024
244,4400116	54,96806482	0,047088024
244,4500116	54,96806482	0,047088024
244,4600116	54,96806482	0,047088024
244,4700116	54,96806482	0,035316024
244,4800116	54,96806482	0,035316024
244,4900116	54,96806482	0,035316024
244,5000116	54,96806482	0,035316024
244,5100116	54,96806482	0,035316024
244,5200116	54,96806482	0,035316024
244,5300116	54,96806482	0,035316024
244,5400116	54,96806482	0,035316024
244,5500116	54,96806482	0,035316024
244,5600116	54,96806482	0,035316024
244,5700116	54,96806482	0,047088024
244,5800116	54,96806482	0,035316024
244,5900116	54,96806482	0,035316024
244,6000116	54,96806482	0,035316024
244,6100116	54,96806482	0,023544024
244,6200116	54,92643555	0,023544024
244,6300116	54,92643555	0,023544024
244,6400116	54,92643555	0,011772024
244,6500116	54,96806482	0,011772024
244,6600116	54,96806482	0,011772024
244,6700116	54,96806482	2,35139E-08
244,6800116	54,96806482	2,35139E-08
244,6900116	54,92643555	2,35139E-08
244,7000116	54,92643555	2,35139E-08
244,7100116	54,92643555	-0,011771976
244,7200116	54,92643555	-0,023543976
244,7300116	54,92643555	-0,047087976
244,7400116	54,92643555	-0,047087976
244,7500116	54,92643555	-0,035315976
244,7600116	54,92643555	-0,035315976
244,7700116	54,92643555	-0,011771976
244,7800116	54,92643555	0,035316024
244,7900116	54,92643555	0,070632024
244,8000116	54,92643555	0,070632024
244,8100116	54,92643555	0,035316024
244,8200116	54,92643555	0,011772024
244,8300116	54,92643555	0,011772024
244,8400116	54,92643555	2,35139E-08
244,8500116	54,92643555	2,35139E-08
244,8600116	54,92643555	2,35139E-08
244,8700116	54,92643555	2,35139E-08
244,8800116	54,92643555	2,35139E-08
244,8900116	54,92643555	2,35139E-08
244,9000116	54,92643555	0,011772024
244,9100116	54,92643555	0,011772024
244,9200116	54,92643555	0,011772024
244,9300116	54,92643555	0,011772024
244,9400116	54,92643555	2,35139E-08
244,9500116	54,92643555	2,35139E-08
244,9600116	54,92643555	2,35139E-08
244,9700116	54,92643555	2,35139E-08
244,9800116	54,92643555	0,011772024
244,9900116	54,92643555	0,011772024
245,0000116	54,92643555	2,35139E-08
245,0100116	54,92643555	2,35139E-08
245,0200116	54,92643555	2,35139E-08
245,0300116	54,92643555	2,35139E-08
245,0400116	54,92643555	2,35139E-08
245,0500116	54,92643555	0,011772024
245,0600116	54,92643555	0,011772024
245,0700116	54,92643555	2,35139E-08
245,0800116	54,92643555	2,35139E-08
245,0900116	54,92643555	2,35139E-08
245,1000116	54,92643555	0,011772024
245,1100116	54,92643555	0,011772024
245,1200116	54,92643555	0,011772024
245,1300116	54,92643555	2,35139E-08
245,1400116	54,92643555	2,35139E-08
245,1500116	54,92643555	2,35139E-08
245,1600116	54,92643555	2,35139E-08
245,1700116	54,92643555	2,35139E-08
245,1800116	54,92643555	2,35139E-08
245,1900116	54,92643555	2,35139E-08
245,2000116	54,92643555	2,35139E-08
245,2100116	54,92643555	2,35139E-08
245,2200116	54,92643555	0,011772024
245,2300116	54,92643555	0,011772024
245,2400116	54,92643555	2,35139E-08
245,2500116	54,92643555	2,35139E-08
245,2600116	54,92643555	2,35139E-08
245,2700116	54,92643555	2,35139E-08
245,2800117	54,92643555	2,35139E-08
245,2900117	54,92643555	2,35139E-08
245,3000117	54,92643555	2,35139E-08
245,3100117	54,92643555	2,35139E-08
245,3200117	54,92643555	2,35139E-08
245,3300117	54,92643555	2,35139E-08
245,3400117	54,92643555	2,35139E-08
245,3500117	54,92643555	2,35139E-08
245,3600117	54,92643555	2,35139E-08
245,3700117	54,92643555	2,35139E-08
245,3800117	54,92643555	2,35139E-08
245,3900117	54,92643555	2,35139E-08
245,4000117	54,92643555	2,35139E-08
245,4100117	54,92643555	2,35139E-08
245,4200117	54,92643555	2,35139E-08
245,4300117	54,92643555	0,011772024
245,4400117	54,92643555	0,011772024
245,4500117	54,92643555	0,011772024
245,4600117	54,92643555	2,35139E-08
245,4700117	54,92643555	2,35139E-08
245,4800117	54,92643555	0,011772024
245,4900117	54,92643555	0,011772024
245,5000117	54,92643555	0,011772024
245,5100117	54,92643555	0,011772024
245,5200117	54,92643555	0,011772024
245,5300117	54,92643555	0,011772024
245,5400117	54,92643555	0,011772024
245,5500117	54,92643555	2,35139E-08
245,5600117	54,92643555	2,35139E-08
245,5700117	54,92643555	2,35139E-08
245,5800117	54,92643555	2,35139E-08
245,5900117	54,92643555	2,35139E-08
245,6000117	54,92643555	2,35139E-08
245,6100117	54,88480682	0,011772024
245,6200117	54,88480682	0,011772024
245,6300117	54,92643555	2,35139E-08
245,6400117	54,92643555	0,011772024
245,6500117	54,92643555	0,011772024
245,6600117	54,88480682	0,011772024
245,6700117	54,88480682	2,35139E-08
245,6800117	54,88480682	2,35139E-08
245,6900117	54,92643555	2,35139E-08
245,7000117	54,92643555	0,011772024
245,7100117	54,92643555	0,011772024
245,7200117	54,92643555	2,35139E-08
245,7300117	54,92643555	2,35139E-08
245,7400117	54,92643555	2,35139E-08
245,7500117	54,92643555	2,35139E-08
245,7600117	54,92643555	0,011772024
245,7700117	54,92643555	0,011772024
245,7800117	54,92643555	2,35139E-08
245,7900117	54,92643555	2,35139E-08
245,8000117	54,92643555	2,35139E-08
245,8100117	54,92643555	2,35139E-08
245,8200117	54,92643555	2,35139E-08
245,8300117	54,92643555	2,35139E-08
245,8400117	54,92643555	0,011772024
245,8500117	54,92643555	2,35139E-08
245,8600117	54,92643555	2,35139E-08
245,8700117	54,88480682	2,35139E-08
245,8800117	54,88480682	2,35139E-08
245,8900117	54,92643555	0,011772024
245,9000117	54,92643555	0,011772024
245,9100117	54,92643555	2,35139E-08
245,9200117	54,92643555	2,35139E-08
245,9300117	54,88480682	0,011772024
245,9400117	54,88480682	2,35139E-08
245,9500117	54,92643555	2,35139E-08
245,9600117	54,92643555	2,35139E-08
245,9700117	54,88480682	0,011772024
245,9800117	54,88480682	0,011772024
245,9900117	54,88480682	2,35139E-08
246,0000117	54,88480682	2,35139E-08
246,0100117	54,88480682	2,35139E-08
246,0200117	54,88480682	0,011772024
246,0300117	54,88480682	0,011772024
246,0400117	54,88480682	0,011772024
246,0500117	54,88480682	0,011772024
246,0600117	54,88480682	2,35139E-08
246,0700117	54,88480682	2,35139E-08
246,0800117	54,88480682	2,35139E-08
246,0900117	54,88480682	0,011772024
246,1000117	54,88480682	0,035316024
246,1100117	54,88480682	0,211896024
246,1200117	54,88480682	0,600372024
246,1300117	54,88480682	0,623916024
246,1400117	54,88480682	0,306072024
246,1500117	54,88480682	0,094176024
246,1600117	54,88480682	0,035316024
246,1700117	54,88480682	0,023544024
246,1800117	54,88480682	0,023544024
246,1900117	54,88480682	0,023544024
246,2000117	54,88480682	0,011772024
246,2100117	54,88480682	0,011772024
246,2200117	54,88480682	0,011772024
246,2300117	54,88480682	0,023544024
246,2400117	54,88480682	0,023544024
246,2500117	54,88480682	0,011772024
246,2600117	54,88480682	0,011772024
246,2700117	54,88480682	0,011772024
246,2800117	54,88480682	0,011772024
246,2900117	54,88480682	0,011772024
246,3000117	54,88480682	0,011772024
246,3100117	54,88480682	0,011772024
246,3200117	54,88480682	0,011772024
246,3300117	54,88480682	0,011772024
246,3400117	54,88480682	0,011772024
246,3500117	54,88480682	0,011772024
246,3600117	54,88480682	0,011772024
246,3700117	54,88480682	0,023544024
246,3800117	54,88480682	0,023544024
246,3900117	54,84317864	0,011772024
246,4000117	54,84317864	0,011772024
246,4100117	54,88480682	0,011772024
246,4200117	54,88480682	0,011772024
246,4300117	54,88480682	0,011772024
246,4400117	54,84317864	0,011772024
246,4500117	54,84317864	0,011772024
246,4600117	54,84317864	0,011772024
246,4700117	54,84317864	2,35139E-08
246,4800117	54,84317864	2,35139E-08
246,4900117	54,84317864	2,35139E-08
246,5000117	54,84317864	0,011772024
246,5100117	54,84317864	0,011772024
246,5200117	54,84317864	0,011772024
246,5300117	54,84317864	2,35139E-08
246,5400117	54,84317864	2,35139E-08
246,5500117	54,84317864	2,35139E-08
246,5600117	54,84317864	0,011772024
246,5700117	54,84317864	0,011772024
246,5800117	54,84317864	0,011772024
246,5900117	54,84317864	0,011772024
246,6000117	54,84317864	2,35139E-08
246,6100117	54,84317864	0,011772024
246,6200117	54,84317864	0,011772024
246,6300117	54,84317864	0,011772024
246,6400117	54,84317864	0,011772024
246,6500117	54,84317864	2,35139E-08
246,6600117	54,84317864	2,35139E-08
246,6700117	54,84317864	2,35139E-08
246,6800117	54,84317864	0,011772024
246,6900117	54,84317864	0,011772024
246,7000117	54,84317864	0,011772024
246,7100117	54,84317864	0,011772024
246,7200117	54,84317864	2,35139E-08
246,7300117	54,84317864	2,35139E-08
246,7400117	54,84317864	2,35139E-08
246,7500117	54,84317864	0,011772024
246,7600117	54,84317864	0,011772024
246,7700117	54,84317864	0,011772024
246,7800117	54,801551	0,011772024
246,7900117	54,801551	0,011772024
246,8000117	54,801551	2,35139E-08
